Task ID,Occupation,Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,3,2,1,2,3,True,False,True,False,True,True,2,3,1,3,3,False,False,False,False,False,False,False,,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,1,False,False,False,False,False,False,2,2,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,4,2,3,2,3,True,True,True,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,2,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",fb4e42d6-6487-4bcf-98af-99a49f70567a,2025/2/15,Expert,3,2,3,3,3,False,False,True,False,True,True,3,3,3,3,3,False,False,False,False,False,False,False,,FALSE,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,bf8d604e-9b5d-4b1b-8305-a9dcb097bf54,2025/2/15,Expert,3,3,3,3,3,False,False,False,True,False,False,3,3,3,3,4,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,86K-165K,27,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,4,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,4,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,3,4,5,1,5,False,False,True,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,3,5,2,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,5,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,False,False,True,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",d0439194-692f-47e7-8339-54a9cbfd9d91,2025/2/15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,5,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Average,2,1,3,1,4,False,False,False,False,False,False,1,2,2,2,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,36,Master’s Degree,6-10 years,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Daily,Weekly,Weekly,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,2,2,3,2,3,False,False,False,False,False,False,2,2,2,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,36,Master’s Degree,6-10 years,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Daily,Weekly,Weekly,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,1,1,1,1,4,False,False,False,False,False,False,1,1,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,36,Master’s Degree,6-10 years,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Daily,Weekly,Weekly,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",87db9938-ea76-428e-994d-21f371cad1ce,2025/2/15,Expert,2,1,2,1,3,False,False,False,False,False,False,1,1,2,1,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,36,Master’s Degree,6-10 years,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Daily,Weekly,Weekly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,3,3,2,4,2,True,False,True,True,False,False,2,3,3,4,3,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,4,2,4,2,3,True,False,False,True,False,False,2,2,3,2,1,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,3,4,4,1,2,True,True,False,True,False,False,2,3,4,4,3,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,1,2,5,1,2,False,False,False,False,False,False,4,2,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,2,2,4,1,2,False,False,False,False,False,False,4,2,2,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Average,4,1,2,4,2,True,False,False,False,False,True,1,2,3,3,2,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",216194e7-e39d-42f9-bf89-af0537983c5f,2025/2/15,Expert,2,4,4,1,4,False,False,False,False,False,False,4,1,1,2,4,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,1,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
971,Computer and Information Systems Managers,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Novice,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
966,Computer and Information Systems Managers,"Manage backup, security and user help systems.",78302b81-4938-4240-8768-e5d1a946c0bc,2025/2/20,Novice,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025/2/20,Expert,2,1,3,2,2,False,False,False,False,False,False,3,2,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025/2/20,Expert,2,2,4,3,3,False,False,False,False,False,False,2,2,4,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025/2/20,Expert,2,2,4,3,2,False,False,False,False,False,False,2,3,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025/2/20,Expert,3,1,3,2,2,True,False,False,False,False,False,1,2,2,3,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,28bce7ef-a5a3-46b6-90be-6267ce1901ec,2025/2/20,Expert,2,2,4,3,3,False,False,False,False,False,False,1,2,3,3,3,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,40,Bachelor’s Degree,6-10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Monthly,Weekly,Weekly,Never,Daily,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,2025/2/20,Average,3,3,3,4,4,False,True,True,False,False,False,1,3,4,4,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,18,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,efb4d600-bd0c-4f02-9042-49524da88bd2,2025/2/20,Average,3,2,3,2,3,True,True,False,False,False,False,1,4,4,4,3,False,False,False,False,False,False,False,,FALSE,Male,Black,209K-529K,25,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,19809,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Daily,Daily,Daily,Weekly,Daily,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,2025/2/20,Average,5,2,2,4,4,True,True,False,False,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,18,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,efb4d600-bd0c-4f02-9042-49524da88bd2,2025/2/20,Expert,3,2,3,3,3,False,False,False,False,False,True,4,3,2,3,2,False,False,False,False,False,False,False,,FALSE,Male,Black,209K-529K,25,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,19809,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Daily,Daily,Daily,Weekly,Daily,Prolific
970,Computer and Information Systems Managers,Stay abreast of advances in technology.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,2,4,3,4,False,False,False,False,False,False,2,3,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,60-86K,41,Associate Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,48185,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,3,4,3,4,False,False,False,False,False,False,2,3,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,60-86K,41,Associate Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,48185,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025/2/20,Average,2,2,4,3,4,False,False,False,False,False,False,2,4,3,4,3,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,60-86K,41,Associate Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,48185,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0a28cb3-f349-483b-b346-31c91497a296,2025/2/20,Average,4,3,3,2,4,True,False,True,False,False,False,3,4,4,3,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,18,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,118a8339-4594-474c-a25d-037bc1d9a43c,2025/2/20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,24,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,118a8339-4594-474c-a25d-037bc1d9a43c,2025/2/20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,24,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,90f62f69-424f-42ff-8701-05c02c8bd159,2025/2/20,Expert,4,4,3,4,5,True,False,True,False,False,False,1,3,3,2,4,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,51,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,87508,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Never,Weekly,Daily,Daily,Weekly,Prolific
